,id,reviewContent,createDate,reviewScore
0,3368945204,마지막상자뜯었어요꾸준히먹으면효과있을듯해요,2022-02-16T09:56:00.233+0000,5
1,3369477946,항상 믿고 먹는 제품 입니다남편이 좋아해요,2022-02-17T03:56:37.382+0000,5
2,3374593113,꾸준히 먹어보려고영 좋아용,2022-02-24T03:29:45.585+0000,5
3,3367638791,두 번째 구매입니다 가성비 최고 재구매 의사 있습니다,2022-02-15T00:43:05.738+0000,5
4,3374044885,아이들과 항상 먹고 있어요,2022-02-23T08:57:19.383+0000,4
5,3373509203,장 건강 생각해서 꾸준히 먹어요,2022-02-22T14:16:13.033+0000,5
6,3366625575,이게 가장 효과좋은거 같아요 그래서 이제 요것만,2022-02-13T08:38:58.052+0000,5
7,3369752686,화장실가기도 편하고 유산균의 효과를 보는것 같아요,2022-02-17T09:37:41.351+0000,5
8,3358954671,어제 오후에 주문했는데 오늘 도착했어요 배송속도 무엇 일단 총알배송에 만족하고 저렴한 가격에 유산균 구매했네요 먹어보고 한달사용후기 남길래요 ,2022-02-03T12:50:19.931+0000,5
9,3372602000,믿고 계속 주문해서 먹고 있어요,2022-02-21T11:07:11.748+0000,5
10,3372334919,가격은 좋은데 효과는 별로인듯,2022-02-21T03:42:28.564+0000,3
11,3372504323,꾸준히 먹고있어요 효과 있기를 바래요,2022-02-21T08:05:19.482+0000,4
12,3370465324,이번에 유산균도 주문해봤어요 배송이 엄청 빨라요,2022-02-18T07:09:11.212+0000,5
13,3373785868,아침마다 잘 먹고 있어요,2022-02-23T03:39:13.863+0000,4
14,3363958176,유산균은 며칠 먹어봐야 효과 보는거같습니다 현재는 잘 모르겠습니다,2022-02-10T01:35:16.788+0000,5
15,3365961343,장에 똥이 가득찼다규 해서 유산균 꼭 먹으라 해서 고심하다가 여기서 다른거랑 같이 많이 시켰어욬,2022-02-12T08:17:34.162+0000,5
16,3361036227,지난번엔 가루 유산균 시켰는데 이번엔 먹기편하도록 알약으로 시켜봤어요 먹어보고 더 좋은것으로 다시 재구매할게요,2022-02-06T11:39:22.323+0000,5
17,3366926749,잘먹고있어요 효과는 조금은 나아진거같아요,2022-02-13T23:34:31.916+0000,5
18,3365387981,한달동안 꾸준히 먹어봤는데 괜찮았어요 재구매 의사 있습니다,2022-02-11T12:50:32.378+0000,5
19,3372522022,항상 먹는 제품입니다 만족해요,2022-02-21T08:36:25.165+0000,5
20,3370583732,너무조아요 잘먹고있어요,2022-02-18T09:46:54.209+0000,5
21,3365175179,약이 크긴하지만 개별포장이라 먹기가 편해요 장건강좋아졌으면 좋겠어요,2022-02-11T08:00:48.566+0000,5
22,3369714968,항상잘먹고있습니다 배송도빠르고 만족합니당,2022-02-17T08:48:17.859+0000,5
23,3372265645,몇년째 이제품만 먹어요 좋아요,2022-02-21T02:22:01.999+0000,5
24,3371736787,정기적으로 잘 먹고 있는 제품임,2022-02-20T04:41:09.049+0000,4
25,3359263773,한알씩 포장되어있어요  냉장고에 보관해서 좀불편한 감이 있지만 여행갈때 가져가는건 편해용 잘 먹어볼께요,2022-02-04T05:49:26.167+0000,5
26,3372479109,배송완전빠릅니다 최고,2022-02-21T07:22:46.479+0000,5
27,3368987512,좋네요 부모님사드림,2022-02-16T10:45:18.817+0000,5
28,3361204350,알약형태는 처음인데 분말 보다 간편해서 구매했어요 흡수도 잘 되었으면 합니다,2022-02-06T17:58:45.375+0000,5
29,3362650303,유산균 좀 먹어볼까 해서 구매했어요억 보장이라해서 구매했어요좋은 효과 있길 바래봅니당,2022-02-08T11:11:08.463+0000,5
30,3369833430,좋은것같아요 추천추천,2022-02-17T11:20:32.730+0000,5
31,3370882488,먹기편하다고 아이가 잘먹네요,2022-02-19T00:35:15.497+0000,5
