,id,reviewContent,createDate,reviewScore
0,3000129749,괜찬고좋아요 ,2020-09-06T02:28:29.703+0000,4
1,2018456727,애가잘먹어요 재주문,2020-08-29T09:40:04.000+0000,4
2,2007952341,아직 먹어보지 않았어요 배송도 좋고 가격도 좋아요,2020-08-13T13:42:56.000+0000,4
3,2001283572,괜찬은것같아요,2020-08-02T16:34:30.000+0000,3
4,2005584607,재구매입니다 좋아요좋아요,2020-08-09T23:25:17.000+0000,5
5,890928589,징이 안좋아 구매 했는데 좋은것 같네요,2020-07-07T03:54:22.000+0000,5
6,862619826,아직은 먹는중이라서요 잘 먹을게요,2020-05-24T11:26:20.000+0000,4
7,839200378,장건강면역위해 구매합니다 유통기한은 년 월 넉넉해요 포도맛 다른제품에 비해 단맛은 덜한듯해요,2020-04-16T05:54:07.000+0000,4
8,830695341,저번배송때 잘못보내서 몇번번거로웠는데  잘먹고있어요,2020-04-02T12:19:56.000+0000,4
9,792032208,안녕하세요 평소 식습관이 나쁜 편은 아니지만 예민하고 여러가지에 신경을 쓰다보니 속이 자주 불편했어요 심한 경우에는 역류하는 경우도 있었어요 몇년전에는 과민성대장증후군을 앓기도 했었어요 그러다 프롬바이오라는 착한 회사를 알게 되었고 그 중 착한 유산균을 알게 되었어요 처음 먹어보는 녀석인데 예전보다 훨씬 속이 편한 것 같아요 현재는 아침마다 꼭꼭 챙겨먹고 있어요 역류하는 현상은 거의 없어졌고 밀가루 음식이나 튀긴 음식을 많이 먹은 후에도 속 불편함이 많이 없어요 다들 장건강엔 착한 유산균으로 건강관리하세요,2020-01-29T15:58:04.000+0000,5
10,838522840,먹기도 편하고 효과도 조금 있어요,2020-04-15T01:45:11.000+0000,5
11,818719327,배송빨랏고 꾸준히 먹고 있어요 스틱 뜯기편하고 특별한 향이 없어 먹기 편하고 좋아요,2020-03-15T14:29:12.000+0000,5
12,805593583,배송 실수로 기분이 별로였어요 어머니 드리는 물건이였는데 번거로우면서 불편한 마음을 들게했네요 배송실수는 먼저 연락 후 처리를 해야하는데 반품 배송문자오고 그 후 업체 문자 딸랑 왔고 제가전화했네요 리뷰써야 좋게 안쓸꺼같고 한달리뷰쓰네요,2020-02-24T08:40:45.000+0000,1
13,832083865,세일하서 산 상품이긴 한데 유산균 활동이 안되는거 같아요,2020-04-04T13:22:04.000+0000,3
14,815346400,엄청 맛있어요 또 구입할려구요,2020-03-10T13:06:34.000+0000,5
15,817436373,잘 먹고 있습니다,2020-03-13T09:49:25.000+0000,4
16,829232492,빠른배송감사합니다,2020-03-31T15:07:38.000+0000,5
17,823771757,이때 먹어보고 유산균이 몸에 맞아서 더 구매 했어요,2020-03-23T08:49:19.000+0000,5
18,788015717,프롬바이오 영양제는 무조건 믿고구매합니다 마침 유산균이 다 떨어졌는데 유통기한 짧은제품을 저렴하게 구매할수 있었어서 너무좋으네요 매스틱 비타민 종합비타민 감마리놀레산 이제 유산균까지  쵝오입니다,2020-01-19T07:50:55.000+0000,5
19,820232652,유산균수가약간은 모자리지만 나름  괜챦아요,2020-03-18T02:02:50.000+0000,5
20,794647155,배송이 잘못 되었네요 몇개주문했나 기억못하고 그냥 뒀는데 갑자기 오늘 반품해달라해서 당황 스럽 하루전이라도 미리 연락주면 박스라도구해보는건데대충 비닐에 넣었네요,2020-02-04T05:39:29.000+0000,3
21,813029225,맛도무난하고 먹기편하네요저렴하기도하고 포장도깔끔했어요,2020-03-06T23:57:20.000+0000,5
22,800023801,먹기 편하고 아이가 거부감 없이 너무 잘 먹네요 보관도 편하고 좋아요,2020-02-13T14:00:47.000+0000,5
23,814143751,아이들이 먹기편해서 좋았어요,2020-03-08T17:55:01.000+0000,4
24,816168072,화장실잘갑니다 잘먹을께요,2020-03-11T13:58:04.000+0000,4
